Type,Value,Unit,Time
internalrh,51,%,23-09-19 3:56
internaltemp,24.7,Celsius,23-09-19 4:06
internalrh,51,%,23-09-19 4:06
internaltemp,24.7,Celsius,23-09-19 4:16
internalrh,51,%,23-09-19 4:16
internaltemp,24.7,Celsius,23-09-19 4:26
internalrh,51,%,23-09-19 4:26
internaltemp,24.7,Celsius,23-09-19 4:36
internalrh,51,%,23-09-19 4:36
internaltemp,24.7,Celsius,23-09-19 4:46
internalrh,51,%,23-09-19 4:46
internaltemp,24.7,Celsius,23-09-19 4:56
internalrh,50,%,23-09-19 4:56
internaltemp,24.6,Celsius,23-09-19 5:06
internalrh,50,%,23-09-19 5:06
internaltemp,24.6,Celsius,23-09-19 5:16
internalrh,50,%,23-09-19 5:16
internaltemp,24.6,Celsius,23-09-19 5:26
internalrh,50,%,23-09-19 5:26
internaltemp,24.6,Celsius,23-09-19 5:36
internalrh,50,%,23-09-19 5:36
internaltemp,24.6,Celsius,23-09-19 5:46
internalrh,50,%,23-09-19 5:46
internaltemp,24.6,Celsius,23-09-19 5:56
internalrh,49,%,23-09-19 5:56
internaltemp,24.5,Celsius,23-09-19 6:06
internalrh,49,%,23-09-19 6:06
internaltemp,24.5,Celsius,23-09-19 6:16
internalrh,49,%,23-09-19 6:16
internaltemp,24.3,Celsius,23-09-19 6:26
internalrh,46,%,23-09-19 6:26
internaltemp,25,Celsius,23-09-19 6:36
internalrh,41,%,23-09-19 6:36
internaltemp,25,Celsius,23-09-19 6:46
internalrh,40,%,23-09-19 6:46
internaltemp,25.3,Celsius,23-09-19 6:56
internalrh,39,%,23-09-19 6:56
internaltemp,25.8,Celsius,23-09-19 7:06
internalrh,38,%,23-09-19 7:06
internaltemp,26.4,Celsius,23-09-19 7:16
internalrh,36,%,23-09-19 7:16
internaltemp,26.1,Celsius,23-09-19 7:26
internalrh,35,%,23-09-19 7:26
internaltemp,26.1,Celsius,23-09-19 7:36
internalrh,35,%,23-09-19 7:36
internaltemp,26.1,Celsius,23-09-19 7:46
internalrh,34,%,23-09-19 7:46
internaltemp,26.2,Celsius,23-09-19 7:56
internalrh,33,%,23-09-19 7:56
internaltemp,27.3,Celsius,23-09-19 8:06
internalrh,32,%,23-09-19 8:06
internaltemp,26.8,Celsius,23-09-19 8:16
internalrh,32,%,23-09-19 8:16
internaltemp,26.8,Celsius,23-09-19 8:26
internalrh,31,%,23-09-19 8:26
internaltemp,26.7,Celsius,23-09-19 8:36
internalrh,31,%,23-09-19 8:36
internaltemp,26.9,Celsius,23-09-19 8:46
internalrh,30,%,23-09-19 8:46
internaltemp,26.9,Celsius,23-09-19 8:56
internalrh,29,%,23-09-19 8:56
internaltemp,25.8,Celsius,23-09-19 9:06
internalrh,29,%,23-09-19 9:06
internaltemp,25.1,Celsius,23-09-19 9:16
internalrh,30,%,23-09-19 9:16
internaltemp,24.9,Celsius,23-09-19 9:26
internalrh,29,%,23-09-19 9:26
internaltemp,25.2,Celsius,23-09-19 9:36
internalrh,30,%,23-09-19 9:36
internaltemp,25,Celsius,23-09-19 9:46
internalrh,28,%,23-09-19 9:46
internaltemp,25.1,Celsius,23-09-19 9:56
internalrh,28,%,23-09-19 9:56
internaltemp,25.2,Celsius,23-09-19 10:06
internalrh,27,%,23-09-19 10:06
internaltemp,25.3,Celsius,23-09-19 10:16
internalrh,26,%,23-09-19 10:16
internaltemp,25.3,Celsius,23-09-19 10:26
internalrh,26,%,23-09-19 10:26
internaltemp,25.2,Celsius,23-09-19 10:36
internalrh,27,%,23-09-19 10:36
internaltemp,25,Celsius,23-09-19 10:46
internalrh,27,%,23-09-19 10:46
internaltemp,25,Celsius,23-09-19 10:56
internalrh,27,%,23-09-19 10:56
internaltemp,25,Celsius,23-09-19 11:06
internalrh,27,%,23-09-19 11:06
internaltemp,25,Celsius,23-09-19 11:16
internalrh,26,%,23-09-19 11:16
internaltemp,25,Celsius,23-09-19 11:26
internalrh,24,%,23-09-19 11:26
internaltemp,25,Celsius,23-09-19 11:36
internalrh,23,%,23-09-19 11:36
internaltemp,25.1,Celsius,23-09-19 11:46
internalrh,22,%,23-09-19 11:46
internaltemp,25.1,Celsius,23-09-19 11:56
internalrh,22,%,23-09-19 11:56
internaltemp,25.1,Celsius,23-09-19 12:06
internalrh,22,%,23-09-19 12:06
internaltemp,25.1,Celsius,23-09-19 12:16
internalrh,22,%,23-09-19 12:16
internaltemp,25.1,Celsius,23-09-19 12:26
internalrh,22,%,23-09-19 12:26
internaltemp,25.1,Celsius,23-09-19 12:36
internalrh,22,%,23-09-19 12:36
internaltemp,25.1,Celsius,23-09-19 12:46
internalrh,22,%,23-09-19 12:46
internaltemp,25.1,Celsius,23-09-19 12:56
internalrh,22,%,23-09-19 12:56
internaltemp,25.4,Celsius,23-09-19 13:06
internalrh,22,%,23-09-19 13:06
internaltemp,25.7,Celsius,23-09-19 13:16
internalrh,22,%,23-09-19 13:16
internaltemp,25.6,Celsius,23-09-19 13:26
internalrh,22,%,23-09-19 13:26
internaltemp,25.4,Celsius,23-09-19 13:36
internalrh,22,%,23-09-19 13:36
internaltemp,25.3,Celsius,23-09-19 13:46
internalrh,22,%,23-09-19 13:46
internaltemp,25.2,Celsius,23-09-19 13:56
internalrh,22,%,23-09-19 13:56
internaltemp,25.1,Celsius,23-09-19 14:06
internalrh,22,%,23-09-19 14:06
internaltemp,25.1,Celsius,23-09-19 14:16
internalrh,22,%,23-09-19 14:16
internaltemp,24.9,Celsius,23-09-19 14:26
internalrh,22,%,23-09-19 14:26
internaltemp,24.7,Celsius,23-09-19 14:36
internalrh,22,%,23-09-19 14:36
internaltemp,25.7,Celsius,23-09-19 14:46
internalrh,22,%,23-09-19 14:46
internaltemp,25.1,Celsius,23-09-19 14:56
internalrh,22,%,23-09-19 14:56
internaltemp,24.7,Celsius,23-09-19 15:06
internalrh,22,%,23-09-19 15:06
internaltemp,24.7,Celsius,23-09-19 15:16
internalrh,21,%,23-09-19 15:16
internaltemp,24.6,Celsius,23-09-19 15:26
internalrh,21,%,23-09-19 15:26
internaltemp,24.3,Celsius,23-09-19 15:36
internalrh,21,%,23-09-19 15:36
internaltemp,24.2,Celsius,23-09-19 15:46
internalrh,19,%,23-09-19 15:46
internaltemp,24.2,Celsius,23-09-19 15:56
internalrh,19,%,23-09-19 15:56
internaltemp,25.4,Celsius,23-09-19 16:06
internalrh,22,%,23-09-19 16:06
internaltemp,24.5,Celsius,23-09-19 16:16
internalrh,19,%,23-09-19 16:16
internaltemp,24.1,Celsius,23-09-19 16:26
internalrh,18,%,23-09-19 16:26
internaltemp,25.4,Celsius,23-09-19 16:36
internalrh,20,%,23-09-19 16:36
internaltemp,24.6,Celsius,23-09-19 16:46
internalrh,19,%,23-09-19 16:46
internaltemp,24.4,Celsius,23-09-19 16:56
internalrh,19,%,23-09-19 16:56
internaltemp,24.4,Celsius,23-09-19 17:06
internalrh,19,%,23-09-19 17:06
internaltemp,24.2,Celsius,23-09-19 17:16
internalrh,18,%,23-09-19 17:16
internaltemp,24.1,Celsius,23-09-19 17:26
internalrh,17,%,23-09-19 17:26
internaltemp,24.1,Celsius,23-09-19 17:36
internalrh,18,%,23-09-19 17:36
internaltemp,24,Celsius,23-09-19 17:46
internalrh,17,%,23-09-19 17:46
internaltemp,23.9,Celsius,23-09-19 17:56
internalrh,16,%,23-09-19 17:56
internaltemp,23.9,Celsius,23-09-19 18:06
internalrh,16,%,23-09-19 18:06
internaltemp,23.9,Celsius,23-09-19 18:16
internalrh,16,%,23-09-19 18:16
internaltemp,23.9,Celsius,23-09-19 18:26
internalrh,16,%,23-09-19 18:26
internaltemp,25.4,Celsius,23-09-19 18:36
internalrh,20,%,23-09-19 18:36
internaltemp,24.3,Celsius,23-09-19 18:46
internalrh,16,%,23-09-19 18:46
internaltemp,24,Celsius,23-09-19 18:56
internalrh,23,%,23-09-19 18:56
internaltemp,24.7,Celsius,23-09-19 19:06
internalrh,17,%,23-09-19 19:06
internaltemp,24,Celsius,23-09-19 19:16
internalrh,16,%,23-09-19 19:16
internaltemp,25.4,Celsius,23-09-19 19:26
internalrh,19,%,23-09-19 19:26
internaltemp,24.2,Celsius,23-09-19 19:36
internalrh,16,%,23-09-19 19:36
internaltemp,25.1,Celsius,23-09-19 19:46
internalrh,22,%,23-09-19 19:46
internaltemp,24.4,Celsius,23-09-19 19:56
internalrh,16,%,23-09-19 19:56
internaltemp,25.1,Celsius,23-09-19 20:06
internalrh,22,%,23-09-19 20:06
internaltemp,24.5,Celsius,23-09-19 20:16
internalrh,16,%,23-09-19 20:16
internaltemp,25.5,Celsius,23-09-19 20:26
internalrh,22,%,23-09-19 20:26
internaltemp,24.4,Celsius,23-09-19 20:36
internalrh,16,%,23-09-19 20:36
internaltemp,25.5,Celsius,23-09-19 20:46
internalrh,19,%,23-09-19 20:46
internaltemp,24.3,Celsius,23-09-19 20:56
internalrh,16,%,23-09-19 20:56
internaltemp,25.3,Celsius,23-09-19 21:06
internalrh,19,%,23-09-19 21:06
internaltemp,24.2,Celsius,23-09-19 21:16
internalrh,17,%,23-09-19 21:16
internaltemp,25,Celsius,23-09-19 21:26
internalrh,17,%,23-09-19 21:26
internaltemp,24.5,Celsius,23-09-19 21:36
internalrh,22,%,23-09-19 21:36
internaltemp,24.7,Celsius,23-09-19 21:46
internalrh,16,%,23-09-19 21:46
internaltemp,25.6,Celsius,23-09-19 21:56
internalrh,22,%,23-09-19 21:56
internaltemp,24.5,Celsius,23-09-19 22:06
internalrh,16,%,23-09-19 22:06
internaltemp,25.5,Celsius,23-09-19 22:16
internalrh,19,%,23-09-19 22:16
internaltemp,24.2,Celsius,23-09-19 22:26
internalrh,16,%,23-09-19 22:26
internaltemp,24.9,Celsius,23-09-19 22:36
internalrh,16,%,23-09-19 22:36
internaltemp,25.1,Celsius,23-09-19 22:46
internalrh,22,%,23-09-19 22:46
internaltemp,25.1,Celsius,23-09-19 22:56
internalrh,22,%,23-09-19 22:56
internaltemp,24.7,Celsius,23-09-19 23:06
internalrh,22,%,23-09-19 23:06
internaltemp,24.6,Celsius,23-09-19 23:16
internalrh,17,%,23-09-19 23:16
internaltemp,25,Celsius,23-09-19 23:26
internalrh,16,%,23-09-19 23:26
internaltemp,25.3,Celsius,23-09-19 23:36
internalrh,16,%,23-09-19 23:36
internaltemp,24.1,Celsius,23-09-19 23:46
internalrh,16,%,23-09-19 23:46
internaltemp,24.7,Celsius,23-09-19 23:56
internalrh,16,%,23-09-19 23:56
internaltemp,25,Celsius,24-09-19 0:06
internalrh,22,%,24-09-19 0:06
internaltemp,25,Celsius,24-09-19 0:16
internalrh,22,%,24-09-19 0:16
internaltemp,24.6,Celsius,24-09-19 0:26
internalrh,22,%,24-09-19 0:26
internaltemp,24.6,Celsius,24-09-19 0:36
internalrh,17,%,24-09-19 0:36
internaltemp,24.7,Celsius,24-09-19 0:46
internalrh,16,%,24-09-19 0:46
internaltemp,24.9,Celsius,24-09-19 0:56
internalrh,16,%,24-09-19 0:56
internaltemp,25.1,Celsius,24-09-19 1:06
internalrh,16,%,24-09-19 1:06
internaltemp,25.3,Celsius,24-09-19 1:16
internalrh,17,%,24-09-19 1:16
internaltemp,25.5,Celsius,24-09-19 1:26
internalrh,18,%,24-09-19 1:26
internaltemp,25.7,Celsius,24-09-19 1:36
internalrh,19,%,24-09-19 1:36
internaltemp,25.7,Celsius,24-09-19 1:46
internalrh,19,%,24-09-19 1:46
internaltemp,25.5,Celsius,24-09-19 1:56
internalrh,22,%,24-09-19 1:56
internaltemp,25.3,Celsius,24-09-19 2:06
internalrh,22,%,24-09-19 2:06
internaltemp,24.9,Celsius,24-09-19 2:16
internalrh,22,%,24-09-19 2:16
internaltemp,24.6,Celsius,24-09-19 2:26
internalrh,22,%,24-09-19 2:26
internaltemp,24.6,Celsius,24-09-19 2:36
internalrh,16,%,24-09-19 2:36
internaltemp,24.7,Celsius,24-09-19 2:46
internalrh,16,%,24-09-19 2:46
internaltemp,24.9,Celsius,24-09-19 2:56
internalrh,16,%,24-09-19 2:56
internaltemp,24.9,Celsius,24-09-19 3:06
internalrh,16,%,24-09-19 3:06
internaltemp,25.1,Celsius,24-09-19 3:16
internalrh,16,%,24-09-19 3:16
internaltemp,25.4,Celsius,24-09-19 3:26
internalrh,16,%,24-09-19 3:26
internaltemp,25.6,Celsius,24-09-19 3:36
internalrh,17,%,24-09-19 3:36
internaltemp,25.6,Celsius,24-09-19 3:46
internalrh,17,%,24-09-19 3:46
internaltemp,25.6,Celsius,24-09-19 3:56
internalrh,19,%,24-09-19 3:56
internaltemp,25.4,Celsius,24-09-19 4:06
internalrh,22,%,24-09-19 4:06
internaltemp,25.1,Celsius,24-09-19 4:16
internalrh,22,%,24-09-19 4:16
internaltemp,24.9,Celsius,24-09-19 4:26
internalrh,22,%,24-09-19 4:26
internaltemp,24.6,Celsius,24-09-19 4:36
internalrh,22,%,24-09-19 4:36
internaltemp,24.4,Celsius,24-09-19 4:46
internalrh,17,%,24-09-19 4:46
internaltemp,24.5,Celsius,24-09-19 4:56
internalrh,16,%,24-09-19 4:56
internaltemp,24.6,Celsius,24-09-19 5:06
internalrh,16,%,24-09-19 5:06
internaltemp,24.7,Celsius,24-09-19 5:16
internalrh,16,%,24-09-19 5:16
internaltemp,24.4,Celsius,24-09-19 5:26
internalrh,17,%,24-09-19 5:26
internaltemp,24.4,Celsius,24-09-19 5:36
internalrh,19,%,24-09-19 5:36
internaltemp,24.9,Celsius,24-09-19 5:46
internalrh,19,%,24-09-19 5:46
internaltemp,24.9,Celsius,24-09-19 5:56
internalrh,19,%,24-09-19 5:56
internaltemp,25,Celsius,24-09-19 6:06
internalrh,19,%,24-09-19 6:06
internaltemp,24.9,Celsius,24-09-19 6:16
internalrh,22,%,24-09-19 6:16
internaltemp,24.7,Celsius,24-09-19 6:26
internalrh,22,%,24-09-19 6:26
internaltemp,24.5,Celsius,24-09-19 6:36
internalrh,22,%,24-09-19 6:36
internaltemp,24.5,Celsius,24-09-19 6:46
internalrh,22,%,24-09-19 6:46
internaltemp,24.5,Celsius,24-09-19 6:56
internalrh,22,%,24-09-19 6:56
internaltemp,24.6,Celsius,24-09-19 7:06
internalrh,19,%,24-09-19 7:06
internaltemp,24.9,Celsius,24-09-19 7:16
internalrh,16,%,24-09-19 7:16
internaltemp,25,Celsius,24-09-19 7:26
internalrh,16,%,24-09-19 7:26
internaltemp,25.3,Celsius,24-09-19 7:36
internalrh,16,%,24-09-19 7:36
internaltemp,24.6,Celsius,24-09-19 7:46
internalrh,16,%,24-09-19 7:46
internaltemp,25.4,Celsius,24-09-19 7:56
internalrh,19,%,24-09-19 7:56
internaltemp,24.6,Celsius,24-09-19 8:06
internalrh,16,%,24-09-19 8:06
internaltemp,24.4,Celsius,24-09-19 8:16
internalrh,16,%,24-09-19 8:16
internaltemp,24.4,Celsius,24-09-19 8:26
internalrh,16,%,24-09-19 8:26
internaltemp,25.1,Celsius,24-09-19 8:36
internalrh,16,%,24-09-19 8:36
internaltemp,24.6,Celsius,24-09-19 8:46
internalrh,16,%,24-09-19 8:46
internaltemp,24.5,Celsius,24-09-19 8:56
internalrh,16,%,24-09-19 8:56
internaltemp,24.5,Celsius,24-09-19 9:06
internalrh,16,%,24-09-19 9:06
internaltemp,24.5,Celsius,24-09-19 9:16
internalrh,16,%,24-09-19 9:16
internaltemp,24.6,Celsius,24-09-19 9:26
internalrh,16,%,24-09-19 9:26
internaltemp,24.7,Celsius,24-09-19 9:36
internalrh,16,%,24-09-19 9:36
internaltemp,24.7,Celsius,24-09-19 9:46
internalrh,16,%,24-09-19 9:46
internaltemp,24.9,Celsius,24-09-19 9:56
internalrh,16,%,24-09-19 9:56
internaltemp,24.9,Celsius,24-09-19 10:06
internalrh,16,%,24-09-19 10:06
internaltemp,25,Celsius,24-09-19 10:16
internalrh,16,%,24-09-19 10:16
internaltemp,25,Celsius,24-09-19 10:26
internalrh,16,%,24-09-19 10:26
internaltemp,25.1,Celsius,24-09-19 10:36
internalrh,16,%,24-09-19 10:36
internaltemp,25.2,Celsius,24-09-19 10:46
internalrh,16,%,24-09-19 10:46
internaltemp,25.3,Celsius,24-09-19 10:56
internalrh,16,%,24-09-19 10:56
internaltemp,25.5,Celsius,24-09-19 11:06
internalrh,16,%,24-09-19 11:06
internaltemp,25.6,Celsius,24-09-19 11:16
internalrh,16,%,24-09-19 11:16
internaltemp,25.6,Celsius,24-09-19 11:26
internalrh,16,%,24-09-19 11:26
internaltemp,25.6,Celsius,24-09-19 11:36
internalrh,16,%,24-09-19 11:36
internaltemp,25.6,Celsius,24-09-19 11:46
internalrh,16,%,24-09-19 11:46
internaltemp,25.7,Celsius,24-09-19 11:56
internalrh,16,%,24-09-19 11:56
internaltemp,25.1,Celsius,24-09-19 12:06
internalrh,27,%,24-09-19 12:06
internaltemp,24.7,Celsius,24-09-19 12:16
internalrh,32,%,24-09-19 12:16
internaltemp,24.5,Celsius,24-09-19 12:26
internalrh,36,%,24-09-19 12:26
internaltemp,24.4,Celsius,24-09-19 12:36
internalrh,37,%,24-09-19 12:36
internaltemp,24.3,Celsius,24-09-19 12:46
internalrh,37,%,24-09-19 12:46
internaltemp,24.3,Celsius,24-09-19 12:56
internalrh,39,%,24-09-19 12:56
internaltemp,24.3,Celsius,24-09-19 13:06
internalrh,39,%,24-09-19 13:06
internaltemp,24.3,Celsius,24-09-19 13:16
internalrh,39,%,24-09-19 13:16
internaltemp,24.3,Celsius,24-09-19 13:26
internalrh,39,%,24-09-19 13:26
internaltemp,24.3,Celsius,24-09-19 13:36
internalrh,38,%,24-09-19 13:36
internaltemp,24.3,Celsius,24-09-19 13:46
internalrh,38,%,24-09-19 13:46
internaltemp,24.3,Celsius,24-09-19 13:56
internalrh,37,%,24-09-19 13:56
internaltemp,24.3,Celsius,24-09-19 14:06
internalrh,37,%,24-09-19 14:06
internaltemp,24.3,Celsius,24-09-19 14:16
internalrh,37,%,24-09-19 14:16
internaltemp,24.3,Celsius,24-09-19 14:26
internalrh,38,%,24-09-19 14:26
internaltemp,24.3,Celsius,24-09-19 14:36
internalrh,37,%,24-09-19 14:36
internaltemp,24.3,Celsius,24-09-19 14:46
internalrh,38,%,24-09-19 14:46
internaltemp,24.3,Celsius,24-09-19 14:56
internalrh,38,%,24-09-19 14:56
internaltemp,24.3,Celsius,24-09-19 15:06
internalrh,38,%,24-09-19 15:06
internaltemp,24.3,Celsius,24-09-19 15:16
internalrh,38,%,24-09-19 15:16
internaltemp,24.3,Celsius,24-09-19 15:26
internalrh,39,%,24-09-19 15:26
internaltemp,24.3,Celsius,24-09-19 15:36
internalrh,42,%,24-09-19 15:36
internaltemp,24.3,Celsius,24-09-19 15:46
internalrh,44,%,24-09-19 15:46
internaltemp,24.3,Celsius,24-09-19 15:56
internalrh,44,%,24-09-19 15:56
internaltemp,24.3,Celsius,24-09-19 16:06
internalrh,44,%,24-09-19 16:06
internaltemp,24.4,Celsius,24-09-19 16:16
internalrh,44,%,24-09-19 16:16
internaltemp,24.4,Celsius,24-09-19 16:26
internalrh,44,%,24-09-19 16:26
internaltemp,24.4,Celsius,24-09-19 16:36
internalrh,44,%,24-09-19 16:36
internaltemp,24.4,Celsius,24-09-19 16:46
internalrh,45,%,24-09-19 16:46
internaltemp,24.4,Celsius,24-09-19 16:56
internalrh,44,%,24-09-19 16:56
internaltemp,24.5,Celsius,24-09-19 17:06
internalrh,44,%,24-09-19 17:06
internaltemp,24.5,Celsius,24-09-19 17:16
internalrh,44,%,24-09-19 17:16
internaltemp,24.5,Celsius,24-09-19 17:26
internalrh,45,%,24-09-19 17:26
internaltemp,24.5,Celsius,24-09-19 17:36
internalrh,45,%,24-09-19 17:36
internaltemp,24.5,Celsius,24-09-19 17:46
internalrh,45,%,24-09-19 17:46
internaltemp,24.6,Celsius,24-09-19 17:56
internalrh,45,%,24-09-19 17:56
internaltemp,24.6,Celsius,24-09-19 18:06
internalrh,45,%,24-09-19 18:06
internaltemp,24.6,Celsius,24-09-19 18:16
internalrh,46,%,24-09-19 18:16
internaltemp,24.6,Celsius,24-09-19 18:26
internalrh,46,%,24-09-19 18:26
internaltemp,24.6,Celsius,24-09-19 18:26
internalrh,46,%,24-09-19 18:26
internaltemp,24.6,Celsius,24-09-19 18:36
internalrh,46,%,24-09-19 18:36
internaltemp,24.7,Celsius,24-09-19 18:46
internalrh,46,%,24-09-19 18:46
internaltemp,24.7,Celsius,24-09-19 18:56
internalrh,46,%,24-09-19 18:56
internaltemp,24.7,Celsius,24-09-19 19:06
internalrh,46,%,24-09-19 19:06
internaltemp,24.7,Celsius,24-09-19 19:16
internalrh,46,%,24-09-19 19:16
internaltemp,24.7,Celsius,24-09-19 19:26
internalrh,46,%,24-09-19 19:26
internaltemp,24.7,Celsius,24-09-19 19:36
internalrh,46,%,24-09-19 19:36
internaltemp,24.7,Celsius,24-09-19 19:46
internalrh,46,%,24-09-19 19:46
internaltemp,24.7,Celsius,24-09-19 19:56
internalrh,46,%,24-09-19 19:56
internaltemp,24.7,Celsius,24-09-19 20:06
internalrh,46,%,24-09-19 20:06
internaltemp,24.7,Celsius,24-09-19 20:16
internalrh,45,%,24-09-19 20:16
internaltemp,24.7,Celsius,24-09-19 20:26
internalrh,45,%,24-09-19 20:26
internaltemp,24.7,Celsius,24-09-19 20:36
internalrh,45,%,24-09-19 20:36
internaltemp,24.7,Celsius,24-09-19 20:46
internalrh,45,%,24-09-19 20:46
internaltemp,24.7,Celsius,24-09-19 20:56
internalrh,45,%,24-09-19 20:56
internaltemp,24.7,Celsius,24-09-19 21:06
internalrh,45,%,24-09-19 21:06
internaltemp,24.7,Celsius,24-09-19 21:16
internalrh,45,%,24-09-19 21:16
internaltemp,24.7,Celsius,24-09-19 21:26
internalrh,45,%,24-09-19 21:26
internaltemp,24.7,Celsius,24-09-19 21:36
internalrh,46,%,24-09-19 21:36
internaltemp,24.7,Celsius,24-09-19 21:46
internalrh,45,%,24-09-19 21:46
internaltemp,24.6,Celsius,24-09-19 21:56
internalrh,45,%,24-09-19 21:56
internaltemp,24.6,Celsius,24-09-19 22:06
internalrh,45,%,24-09-19 22:06
internaltemp,24.6,Celsius,24-09-19 22:16
internalrh,45,%,24-09-19 22:16
internaltemp,24.6,Celsius,24-09-19 22:26
internalrh,45,%,24-09-19 22:26
internaltemp,24.5,Celsius,24-09-19 22:36
internalrh,45,%,24-09-19 22:36
internaltemp,24.5,Celsius,24-09-19 22:46
internalrh,45,%,24-09-19 22:46
internaltemp,24.5,Celsius,24-09-19 22:56
internalrh,46,%,24-09-19 22:56
internaltemp,24.6,Celsius,24-09-19 23:06
internalrh,46,%,24-09-19 23:06
internaltemp,24.6,Celsius,24-09-19 23:16
internalrh,45,%,24-09-19 23:16
internaltemp,24.6,Celsius,24-09-19 23:26
internalrh,45,%,24-09-19 23:26
internaltemp,24.6,Celsius,24-09-19 23:36
internalrh,45,%,24-09-19 23:36
internaltemp,24.6,Celsius,24-09-19 23:46
internalrh,45,%,24-09-19 23:46
internaltemp,24.6,Celsius,24-09-19 23:56
internalrh,45,%,24-09-19 23:56
internaltemp,24.5,Celsius,25-09-19 0:06
internalrh,44,%,25-09-19 0:06
internaltemp,24.5,Celsius,25-09-19 0:16
internalrh,44,%,25-09-19 0:16
internaltemp,24.5,Celsius,25-09-19 0:26
internalrh,44,%,25-09-19 0:26
internaltemp,24.5,Celsius,25-09-19 0:36
internalrh,44,%,25-09-19 0:36
internaltemp,24.5,Celsius,25-09-19 0:46
internalrh,44,%,25-09-19 0:46
internaltemp,24.5,Celsius,25-09-19 0:56
internalrh,44,%,25-09-19 0:56
internaltemp,24.5,Celsius,25-09-19 1:06
internalrh,44,%,25-09-19 1:06
internaltemp,24.5,Celsius,25-09-19 1:16
internalrh,44,%,25-09-19 1:16
internaltemp,24.5,Celsius,25-09-19 1:26
internalrh,44,%,25-09-19 1:26
internaltemp,24.5,Celsius,25-09-19 1:36
internalrh,44,%,25-09-19 1:36
internaltemp,24.4,Celsius,25-09-19 1:46
internalrh,43,%,25-09-19 1:46
internaltemp,24.4,Celsius,25-09-19 1:56
internalrh,43,%,25-09-19 1:56
internaltemp,24.4,Celsius,25-09-19 2:06
internalrh,43,%,25-09-19 2:06
internaltemp,24.4,Celsius,25-09-19 2:16
internalrh,43,%,25-09-19 2:16
internaltemp,24.4,Celsius,25-09-19 2:26
internalrh,43,%,25-09-19 2:26
internaltemp,24.4,Celsius,25-09-19 2:36
internalrh,43,%,25-09-19 2:36
internaltemp,24.4,Celsius,25-09-19 2:46
internalrh,43,%,25-09-19 2:46
internaltemp,24.4,Celsius,25-09-19 2:56
internalrh,43,%,25-09-19 2:56
internaltemp,24.4,Celsius,25-09-19 3:06
internalrh,43,%,25-09-19 3:06
internaltemp,24.4,Celsius,25-09-19 3:16
internalrh,43,%,25-09-19 3:16
internaltemp,24.4,Celsius,25-09-19 3:26
internalrh,43,%,25-09-19 3:26
internaltemp,24.3,Celsius,25-09-19 3:36
internalrh,43,%,25-09-19 3:36
internaltemp,24.3,Celsius,25-09-19 3:46
internalrh,43,%,25-09-19 3:46
internaltemp,24.3,Celsius,25-09-19 3:56
internalrh,43,%,25-09-19 3:56
internaltemp,24.3,Celsius,25-09-19 4:06
internalrh,43,%,25-09-19 4:06
internaltemp,24.3,Celsius,25-09-19 4:16
internalrh,43,%,25-09-19 4:16
internaltemp,24.3,Celsius,25-09-19 4:26
internalrh,43,%,25-09-19 4:26
internaltemp,24.3,Celsius,25-09-19 4:36
internalrh,43,%,25-09-19 4:36
internaltemp,24.3,Celsius,25-09-19 4:46
internalrh,43,%,25-09-19 4:46
internaltemp,24.3,Celsius,25-09-19 4:56
internalrh,43,%,25-09-19 4:56
internaltemp,24.3,Celsius,25-09-19 5:06
internalrh,43,%,25-09-19 5:06
internaltemp,24.3,Celsius,25-09-19 5:16
internalrh,43,%,25-09-19 5:16
internaltemp,24.3,Celsius,25-09-19 5:26
internalrh,43,%,25-09-19 5:26
internaltemp,24.3,Celsius,25-09-19 5:36
internalrh,43,%,25-09-19 5:36
internaltemp,24.3,Celsius,25-09-19 5:46
internalrh,43,%,25-09-19 5:46
internaltemp,24.2,Celsius,25-09-19 5:56
internalrh,43,%,25-09-19 5:56
internaltemp,24.2,Celsius,25-09-19 6:06
internalrh,43,%,25-09-19 6:06
internaltemp,24.2,Celsius,25-09-19 6:16
internalrh,43,%,25-09-19 6:16
internaltemp,24.3,Celsius,25-09-19 6:26
internalrh,43,%,25-09-19 6:26
internaltemp,24.3,Celsius,25-09-19 6:36
internalrh,43,%,25-09-19 6:36
internaltemp,24.1,Celsius,25-09-19 6:46
internalrh,39,%,25-09-19 6:46
internaltemp,24.1,Celsius,25-09-19 6:56
internalrh,42,%,25-09-19 6:56
internaltemp,24.1,Celsius,25-09-19 7:06
internalrh,43,%,25-09-19 7:06
internaltemp,24.5,Celsius,25-09-19 7:16
internalrh,42,%,25-09-19 7:16
internaltemp,23.5,Celsius,25-09-19 7:26
internalrh,32,%,25-09-19 7:26
internaltemp,24.5,Celsius,25-09-19 7:36
internalrh,31,%,25-09-19 7:36
internaltemp,24.1,Celsius,25-09-19 7:46
internalrh,30,%,25-09-19 7:46
internaltemp,24.2,Celsius,25-09-19 7:56
internalrh,30,%,25-09-19 7:56
internaltemp,24.4,Celsius,25-09-19 8:06
internalrh,28,%,25-09-19 8:06
internaltemp,24.6,Celsius,25-09-19 8:16
internalrh,28,%,25-09-19 8:16
internaltemp,24.9,Celsius,25-09-19 8:26
internalrh,27,%,25-09-19 8:26
internaltemp,25,Celsius,25-09-19 8:36
internalrh,27,%,25-09-19 8:36
internaltemp,25,Celsius,25-09-19 8:46
internalrh,26,%,25-09-19 8:46
